6,0.878333333333333,9,31.0916666666667,0.393256929637527,0.380493623905166,,1.39277142857143,0.796664937255156,9,6.25194444444444,5,2.93472222222222,1,0.869722222222222,24.1246814,,0.878333333333333,11.6111111111111,0.222222222222222,1.36111111111111,0.833333333333333,85.9722222222222,,12.25,1.69444444444444,4.19444444444444,6.97222222222222,74.8888888888889,,100,0,0,0,0,,0.854833431505279,0.518194444444444,,102,,102,,142,262,242,,141,,241,
6,0.881388888888889,8,28.3166666666667,0.525755049101353,0.476230808902304,,1.56374571428571,0.928541320817066,8,5.995,6,3.67805555555556,1,0.872777777777778,26.0809901,,0.881388888888889,12.1666666666667,0.222222222222222,0.388888888888889,0.277777777777778,86.9444444444444,,11.8888888888889,0,2.47222222222222,9.63888888888889,76,,100,0,0,0,0,,0.86897265203584,0.471944444444444,,181,,122,,221,321,161,,182,,122,242
9,0.903333333333333,9,28.3166666666667,0.707846729257309,0.652422607476764,,1.6541326,1.13058089778041,9,7.27611111111111,7,4.55194444444444,1,0.894722222222222,32.8484206,,0.903333333333333,9.97222222222222,0.222222222222222,0.388888888888889,0.277777777777778,89.1388888888889,,9.69444444444444,2.22222222222222,1.33333333333333,2.80555555555556,83.9444444444444,,100,0,0,0,0,,0.791796078167136,0.471944444444444,,221,441,141,301,182,322,82,162,241,,102,202
7,0.870555555555556,8,31.225,0.50173642030276,0.450590775049273,,1.24928402857143,0.764520090643558,8,6.23722222222222,5,2.91194444444444,1,0.861944444444444,22.962109,,0.870555555555556,10.4166666666667,2.36111111111111,1.80555555555556,0.666666666666667,84.75,,14.25,4.5,5.5,10.3611111111111,65.3888888888889,,100,0,0,0,0,,0.788831732667346,0.520416666666667,,81,221,201,,142,,81,,122,202,122,
9,0.870277777777778,9,32.2,0.64188327220539,0.564147194562363,,1.56717142857143,1.04443710776425,9,6.96583333333333,6,4.15333333333333,1,0.861666666666666,28.2967185,,0.870277777777778,11.25,1.80555555555556,0.388888888888889,1.55555555555556,85,,15.3333333333333,0.305555555555556,6.36111111111111,3.27777777777778,74.7222222222222,,100,0,0,0,0,,0.820411758626396,0.536666666666667,,202,,161,381,221,321,101,341,141,321,182,
7,0.825,8,30.0916666666667,0.49043358568479,0.433837822827004,,1.22358831428571,0.798993398379438,8,6.0525,5,3.09333333333333,1,0.816388888888889,24.8373354,,0.825,12.3333333333333,5.44444444444444,2.52777777777778,0.833333333333333,78.8611111111111,,17.8055555555556,4.05555555555556,4.47222222222222,12.1666666666667,61.5,,100,0,0,0,0,,0.848145391993177,0.501527777777778,,222,322,182,,81,,181,401,141,,221,
6,0.799444444444444,7,28.3166666666667,0.527405421507298,0.462732574284934,,1.29684,0.838993260533004,7,5.59333333333333,5,3.34111111111111,1,0.790833333333333,19.7447549,,0.799444444444444,18.1388888888889,2.25,1.16666666666667,0.833333333333333,77.6111111111111,,17.2222222222222,4.30555555555556,2.97222222222222,4.66666666666667,70.8333333333333,,100,0,0,0,0,,0.897178862631411,0.471944444444444,,202,,122,,222,422,181,,102,,142,
7,0.902777777777778,8,30.1,0.510921731329895,0.479250142156298,,1.32253571428571,0.904882861050667,8,6.19138888888889,5,3.57222222222222,1,0.894166666666666,23.6915494,,0.902777777777778,9.97222222222222,0.222222222222222,0.388888888888889,0.277777777777778,89.1388888888889,,9.69444444444444,5.08333333333333,6.97222222222222,1.41666666666667,76.8333333333333,,100,0,0,0,0,,0.759825483965631,0.501666666666667,,82,202,161,,102,182,82,,242,,221,
7,0.865555555555556,8,28.3166666666667,0.554987876688604,0.503630274659172,,1.4260126,0.948685558889598,8,6.41361111111111,6,3.78805555555556,1,0.856944444444445,25.1459908,,0.865555555555556,12.5277777777778,0.666666666666667,1.19444444444444,0.833333333333333,84.7777777777778,,11.4444444444444,9.02777777777778,11.3611111111111,1.77777777777778,66.3888888888889,,100,0,0,0,0,,0.710613693290912,0.471944444444444,,182,,101,,222,402,221,301,202,,122,
8,0.823888888888889,8,35.9444444444444,0.55109740946947,0.491245156768629,,1.54147571428571,0.740516123249595,8,6.03555555555556,6,2.81083333333333,1,0.815277777777778,29.9226885,,0.823888888888889,16.7777777777778,0.666666666666667,1.16666666666667,1.08333333333333,80.3055555555556,,15.3055555555556,4.83333333333333,6.94444444444444,7.58333333333333,65.3333333333333,,100,0,0,0,0,,0.826190173633593,0.599074074074074,,121,321,181,,141,221,202,,222,302,222,402
